,0
Annual return,0.09476773445610642
Cumulative returns,0.30036411621892567
Annual volatility,0.26127304736436424
Sharpe ratio,0.4786863720483612
Calmar ratio,0.23251307587873973
Stability,0.03143917916763338
Max drawdown,-0.4075802365004612
Omega ratio,1.1362767023938651
Sortino ratio,0.6635598917672454
Skew,
Kurtosis,
Tail ratio,0.9474804445254505
Daily value at risk,-0.03242100890541438
