,0
Annual return,0.05689272324760419
Cumulative returns,0.35066877565526955
Annual volatility,0.20431547867709293
Sharpe ratio,0.37323400687484803
Calmar ratio,0.16634171523158886
Stability,0.712324529196388
Max drawdown,-0.34202318503446616
Omega ratio,1.090451505951695
Sortino ratio,0.5280743997326977
Skew,
Kurtosis,
Tail ratio,0.9443997868128733
Daily value at risk,-0.025438721675378143
