,0
Annual return,0.19742380676404725
Cumulative returns,0.3560515275824485
Annual volatility,0.13255696061557903
Sharpe ratio,1.4290353527032782
Calmar ratio,2.100528652790021
Stability,0.9600000132471855
Max drawdown,-0.09398767615086787
Omega ratio,1.3284739509008603
Sortino ratio,2.112124722757914
Skew,
Kurtosis,
Tail ratio,1.0681468114166464
Daily value at risk,-0.015948906528199636
