,0
Annual return,0.08656421561532412
Cumulative returns,0.2722992461271059
Annual volatility,0.24446887527796637
Sharpe ratio,0.46311162625534347
Calmar ratio,0.22598183397149157
Stability,0.04120743699582955
Max drawdown,-0.3830582931999946
Omega ratio,1.1277409412032737
Sortino ratio,0.642348726541509
Skew,
Kurtosis,
Tail ratio,0.9504503356408597
Daily value at risk,-0.03035091186101266
