,0
Annual return,0.08175318808821652
Cumulative returns,0.5325078676860515
Annual volatility,0.187522681698825
Sharpe ratio,0.5135388408602003
Calmar ratio,0.2801038870162027
Stability,0.822205617288885
Max drawdown,-0.2918673816314712
Omega ratio,1.126461830940092
Sortino ratio,0.720945381126419
Skew,
Kurtosis,
Tail ratio,0.9432215377527513
Daily value at risk,-0.023243493614736342
