,0
Annual return,0.096501056851797
Cumulative returns,0.30634537362103686
Annual volatility,0.24434270401848152
Sharpe ratio,0.5013618300948673
Calmar ratio,0.24139387898029552
Stability,0.09132508658985483
Max drawdown,-0.3997659644869213
Omega ratio,1.1440290433158784
Sortino ratio,0.6801563162176031
Skew,
Kurtosis,
Tail ratio,0.9751866611247237
Daily value at risk,-0.030298159717518022
