time/time_elapsed,train/ent_coef,train/ent_coef_loss,train/n_updates,train/critic_loss,train/reward,time/fps,time/total_timesteps,time/episodes,train/learning_rate,train/actor_loss
432,0.07920598238706589,-116.57783508300781,14503,27.739212036132812,-0.0055717085,33,14604,4,0.0001,366.25360107421875
813,0.018579671159386635,-164.01443481445312,29107,5.151220321655273,0.0,35,29208,8,0.0001,105.61390686035156
