,WMT,XOM,MCD,UTX,DWDP,MMM,WBA,NKE,CAT,PFE,INTC,MSFT,AXP,GS,PG,V,DIS,KO,AAPL,CSCO,TRV,IBM,JNJ,MRK,BA,UNH,HD,VZ,CVX,JPM
20140929,-0.005360178,-0.010478885,0.016050686,-0.001520334,-0.002800075,-0.001614942,-0.009637753,-0.00424581,-0.005479179,0.001682369,0.018680677,0.000646412,-0.004752744,-0.006968453,-0.001655238,-0.0047655,0.001014199,0.001184834,-0.006352357,0.0048,-0.006673729,-0.002209828,-0.005228758,0.000336757,0.000621649,-0.001039261,0.000430849,-0.000401849,-0.007573887,-0.003797886
20140930,0.005126183,-0.004024145,-0.014653918,0.004948611,-0.018345189,-0.00358675,-0.005536913,0.000897666,-0.008013623,-0.006718173,-0.002292264,-0.001722653,-0.00466174,-0.00141435,-0.00828991,0.011567819,0.002251492,0.009704142,0.006392968,0.001990446,0.001812947,0.001001898,0.000469307,-0.002188184,-0.01079444,-0.003005433,-0.012273902,0.004824121,-0.010203235,-0.001491795
20141001,-0.004576958,-0.012652844,-0.006539395,-0.016666667,-0.037948131,-0.017645398,-0.003880547,-0.016816143,-0.014339089,-0.014203585,-0.023836875,-0.009922347,-0.019762394,-0.015634363,-0.007165035,-0.015747293,-0.01729754,0.001875293,-0.015583127,-0.005562177,-0.008941878,-0.014012538,-0.021484192,-0.009615385,-0.021274925,-0.015884058,-0.007848267,-0.01120224,-0.013995977,-0.007802125
20141002,0.001445087,0.004738316,-0.000743179,-0.00577812,-0.000594648,-0.00366432,0.012195122,0.018244014,-0.00204897,-0.003087479,-0.013827596,-0.003050109,0.000699219,0.012064195,-0.001082511,-0.001380887,-0.008000914,-0.001871783,0.007259528,0.001198562,-0.000322234,-0.001389112,-0.004314477,0.002384602,-0.004010588,0.000235627,0.013403648,-0.002832288,-0.004589885,-0.015559645
20141003,0.014298832,0.00664523,0.007862303,0.011429678,0.00396668,0.010817048,0.016900937,0.011086226,-0.000205318,0.00550585,0.015214797,0.007211538,0.015022709,0.028379265,0.008910295,0.010823956,0.019126627,0.007969995,-0.002802803,0.009976057,0.014934995,0.009416297,0.012325469,0.017841971,0.01763711,0.013191991,0.014093669,0.008520998,0.005123388,0.024813052
20141006,0.000387998,0.006388416,-0.010752688,-0.001915342,-0.002370605,0.001212813,-0.001974659,-0.011850703,0.006263477,-0.001711157,0.002350867,0,-0.00149151,-0.00313713,-0.002625612,-0.000943441,0.00124364,0.013953488,0,-0.011853023,0.002540758,0.001961096,-0.002568249,-0.005342237,-0.00079139,-0.010811439,-0.002993372,0.00744317,0.003228273,-0.00199005
20141007,-0.000646412,-0.012166737,-0.01097613,-0.026866244,-0.01980198,-0.018953969,-0.013355317,-0.012889487,-0.033673469,-0.013027083,-0.018762826,-0.012150141,-0.019303688,-0.01962876,-0.004906067,-0.017659002,-0.01637308,0.00733945,-0.008733186,-0.014994002,-0.010982049,-0.01761532,-0.023555216,-0.018798254,-0.023285284,-0.010577036,-0.008470941,-0.00798722,-0.017529003,-0.015121303
20141008,0.012160414,0.013280497,0.010990195,0.011930586,0.01010101,0.027091807,0.027072193,0.008629499,0.020591341,0.020493227,0.023902002,0.027454426,0.024135911,0.015451578,0.012265512,0.020716174,0.011479738,0.014344262,0.020759494,0.001014816,0.008434764,0.0196543,0.024611778,0.029421827,0.013460915,0.028863285,0.017519195,0.003824477,0.016635063,0.019065294
20141009,-0.004856851,-0.029489483,-0.011829905,-0.02621066,-0.0354,-0.019588431,0.001464367,-0.018011933,-0.032591826,-0.013274336,-0.018967027,-0.019880291,-0.017389315,-0.028771967,-0.006177239,-0.021896779,-0.027238679,-0.015263749,0.00218254,-0.019059205,-0.005929063,-0.015525982,-0.026975503,-0.016118312,-0.017762842,-0.019395059,-0.010840684,-0.018849007,-0.0291649,-0.021854305
20141010,0.005522733,-0.002395992,-0.004529767,0,-0.013684429,-0.034694172,0.023395613,-0.000458558,-0.003957219,0.004829251,-0.050862582,-0.039694656,-0.010478519,-0.004909803,0.012311738,-0.013143325,0.00653366,0.013676772,-0.002870719,-0.035138487,0.001597614,-0.002628473,-0.008326803,-0.009288971,-0.01026393,0.005297857,-0.005587192,0.000204374,-0.005414374,-0.009478673
20141013,-0.009324307,-0.008296943,-0.017009751,-0.006303782,-0.056338028,-0.006949115,-0.036513732,-0.020644569,-0.015569634,-0.022657055,-0.013788781,-0.008630479,-0.026003059,-0.008925602,-0.015586256,-0.003414967,-0.027355975,-0.008994828,-0.009133327,-0.01756641,-0.005529562,-0.012961867,-0.020843623,-0.042959427,-0.008641975,-0.016863801,-0.021069692,-0.011646915,-0.016331548,-0.006151743
20141014,0.005415162,-0.003192426,0.004078034,0.008156278,-0.021385609,0.009631302,0,-0.003513292,0.012216405,-0.000351247,0.021290118,0.001832761,-0.000483209,-0.000391565,0.00215905,-0.007636577,0.002741032,-0.009757204,-0.010620178,0.005451374,0.001710864,0.001525719,-0.021287328,0.003384396,0.015276048,-0.013460393,-0.005518764,-0.003101096,-0.020083906,-0.002922971
20141015,-0.035650167,-0.003644395,-0.007244786,-0.009488614,0.003642158,0.000298107,0.004284067,0.001057704,-0.002262931,-0.009486999,-0.026913503,-0.011662474,-0.021875755,-0.008170118,-0.007181329,-0.012184294,-0.024483005,-0.00939505,-0.012253165,-0.004120581,-0.018040137,-0.011153428,0.012369859,-0.028404048,-0.017172295,-0.00796909,-0.024972253,-0.006221485,-0.004645655,-0.042421107
20141016,-0.018351064,0.004211926,-0.005860239,0.000605022,0.01519619,0.006183877,-0.009187859,0.021836112,0.007020197,-0.01738205,-0.013589129,-0.011105969,-0.008525887,-0.026292033,-0.008559373,0.013732834,-0.0041423,-0.015498496,-0.013122821,-0.006097561,-0.001956734,-0.010508941,-0.014560635,-0.023752969,0.000832016,0.039313535,0.01172453,-0.005217028,0.01638144,-0.008103728
20141017,0.00379301,0.006732892,0.012568124,0.023178474,0.028820375,0.017400963,-0.001987084,0.001608456,0.019412269,0.004693141,0.017179903,0.020823584,0.029162512,0.025089813,0.012524319,0.014778325,0.025568877,0.007518797,0.014647829,0.01884312,0.015575645,0.012288701,0.01983881,0.011042485,0.024524067,0.032673615,0.01530153,0.008391022,0.006663065,0.02033406
20141020,0.014035088,0.006139678,0.006041301,-0.000492465,0.009989142,0.001455604,-0.00116144,0.019729296,-0.010731194,0.003593245,0.006373486,0.010314004,0.017316542,0.00525691,0.010928306,0.008980583,0.020159847,0.009561567,0.021398587,-0.013763441,-0.000429,-0.071134304,0.005065856,0.00055535,0.008682246,0.004082558,0.017841312,0.008529228,-0.002772809,0.007651246
20141021,0.011711472,0.020485998,-0.006332569,0.004927079,0.036551279,0.024200581,0.022425249,0.019572553,0.019780921,0.012531328,0.032615579,0.01814882,0.019402452,0.013157895,0.005108102,0.026268944,0.023620206,-0.06029106,0.027165196,0.025294374,0.011158798,-0.034713187,0.011693548,0.019981499,0.022604778,0.027219336,0.025585193,0.004331683,0.032289891,0.02295603
20141022,0.000131544,-0.005552589,-0.000769146,-0.007844675,-0.012445551,-0.014049528,-0.000812348,-0.008605472,-0.013765773,0.000707214,-0.01042625,-0.01114082,-0.019617001,-0.018592519,-0.004491195,-0.01120435,-0.005026274,-0.001474926,0.005074656,-0.010633773,0.014219015,-0.008821908,0.008569151,0.006892799,-0.044603524,-0.012974162,-0.009129512,-0.007804477,-0.009470849,-0.008285862
20141023,0.002893595,0.010522925,0.000879701,0.019766752,0.001470279,0.043900684,0.009268293,0.005675495,0.049698636,0.010600707,0.013015184,0.01442091,0.019652215,0.018266131,-0.011872255,0.015930211,0.01021814,0.005908419,0.017865812,0.01311264,0.012450303,0.002410532,0.013930053,0.020176545,0.004775628,0.009914225,0.01564174,-0.001862968,0.019210526,0.010617929
20141024,0.001704918,0.004037828,0.007141288,0.006202752,0.011115772,0.024405377,0.009344289,0.005864778,0.001712501,0.017832168,0.014989293,0.024655709,0.009227894,0.018271687,0.023188754,-0.003733433,0.007046255,0.004160548,0.003720309,0.0091237,0.00992043,-0.000616599,0.00487187,0.017305315,0.001720888,0.010809618,0.002004219,0.011406056,-0.002409846,0.011712022
20141027,0.002749411,-0.008254842,0.003708956,0.003563861,-0.035677245,0.00652803,0.007342378,0.008140814,-0.009050684,-0.002748196,0.000602773,-0.004769131,0.002662037,0.003054268,0.009276656,-0.0003279,-0.001805665,-0.006580551,-0.001045429,-0.000841043,0.011664791,-0.001295656,0.00911471,-0.020135393,-0.000981675,0.00534701,0.005053163,0.013327865,-0.007678371,-0.001702417
20141028,-0.003133568,0.014832995,0.006412346,0.019963528,0.032049903,0.01002942,0.009348756,0.008838935,0.026588188,0.002066827,0.01626506,0.012633413,0.015929816,0.013104236,0.006050029,0.015463193,0.016732617,-0.004906771,0.015507564,0.0128367,0.008698291,0.010687589,0.00691842,-0.010628875,0.012201114,0.005535656,0.011731434,0.01092675,0.018344636,0.016882674
20141029,0.000523903,-0.005362776,0.001403888,-0.003952197,-0.012505211,-0.000330994,-0.013657771,-0.005408329,-0.00958877,0.01375043,0.005334914,0.0027963,0.003749574,-0.001288106,0.000809529,-0.009459647,-0.004447904,0.009861933,0.005621135,0.001454394,-0.003108393,-0.000855746,0.007348029,0.006266786,-0.004287679,0.003454231,-0.001760017,-0.002602082,8.54E-05,-0.005701828
20141030,0.000785443,-0.001480072,0.007009598,0.004629192,0.018362178,0.007218065,0.002069075,0.01141925,-0.000299431,0.01186843,-0.039504717,-0.012226512,0.00452796,0.004782889,0.00462214,0.10244107,0.007706914,0.010742188,-0.003353829,-0.000829876,0.005833836,0.005444757,0.014020462,0.01975089,0.00601235,0.00989673,0.011408421,0.001404776,0.000512208,0.001686625
20141031,-0.00235448,0.023928004,0.003748126,0.006206507,0.023834197,0.010979619,0.020012706,-0.000322581,0.012480032,0.003686327,0.043891958,0.019543974,0.013635339,0.016152324,0.003795721,0.020198606,0.01285746,0.011594203,0.009534492,0.016196013,0.008,0.000304229,0.006913303,0.010992846,0.008803101,0.012036643,0,0.007014028,0.023464164,0.018353258
20141103,0.000131113,-0.014993279,-0.001280273,-0.006542056,-0.005465587,-0.003056513,0.01183432,0.005162956,-0.011734543,0.008013356,0.008820935,0.010436635,0.010005559,0.004421285,0.001260456,0.000455619,0.003611293,-0.001671442,0.012962963,0.0044953,-0.00843254,-0.000243309,-0.002969011,0.016914049,0.008966456,-0.001578781,-0.014663659,0.00278607,-0.026427678,0.006613757
20141104,0.012847404,-0.007768213,0.009187053,0.005456256,-0.031548952,0.011415525,0.004001231,0.005350455,-0.016064658,0.00298112,0.006703585,0.002740304,0.005833792,-0.002934549,0.014419776,0.005920344,-0.014829353,0.000239177,-0.007312614,0.012205045,0.011805903,-0.010403991,0.010794714,0.007637475,-0.001507578,0.001265022,-0.001352898,-0.001190712,-0.012073985,-0.010348226
20141105,0.005695056,0.005818874,0.001799513,0.009824102,0.03320723,0.004127701,0.006437768,0.00777009,0.008112767,-0.007926024,-0.022582513,0.006096279,0.011381046,-0.002259946,0.004061372,0.026999218,0.007194245,0.011716882,0.002394107,0.01085209,0.003559775,-0.005102982,0.001841282,0.003368705,-0.01287349,0.008633397,-0.001875782,0.000198689,0.014561845,0.014937759
20141106,0.001415701,0.012517093,0.000211327,0.006022422,0.013222132,0.002312287,0.015077673,-0.000844951,0.015089025,0,0.001777251,0.017551191,-0.009088942,0.006110409,-0.001123596,0.002244219,0.010989011,-0.000472701,-0.001469778,0.004373757,0.004138339,-0.002224694,0.001746003,-0.005203962,0.002898084,0.004279749,0.015765295,-0.001191895,0.012644169,0.001308258
20141107,0.012337746,0.003428215,0.004648215,0.0046049,-0.00622365,0.003204101,0.004051013,-0.008668076,0.008423348,-0.003994674,-0.007096393,-0.000410678,0.007425202,-0.001518325,0.002587177,0.009356632,-0.02173913,0.000709388,0.002851886,0.00277118,0.004513787,0.003778026,-0.007430511,0.001349983,-0.001043506,-0.027024218,0.003700278,0.011535402,0.002277904,0.003919647
20141110,0.008505776,-0.003209442,0.000105152,-0.000733407,-0.00040404,0.007090386,0.012851166,0.01258264,0.00442217,0.009358289,-0.009529482,0.004313887,0.001517451,0.005715484,0.003590261,-0.008794517,-0.002444444,0.001654064,-0.001651225,-0.007106198,0.006056462,0.008761646,0.005730129,-0.008931581,0.001526718,0.012178186,0.005222734,-0.002752654,-0.007407407,0.007483325
20141111,-0.00541289,0.001350229,0.000315424,-0.006788991,0.000808407,-0.00348852,-0.004131012,-0.00084246,0.003130809,0.00397351,0.001503307,-0.000409082,-0.007142857,0.000417101,0.002459475,-0.001918389,0.002227668,0.002830856,0.007994119,0,-0.000485484,-0.001162151,0.000827054,0.00952219,0.005776637,0.009920844,-0.000203749,-0.00216877,0.004409769,-0.009042467
20141112,0.002404759,-0.010683539,0.001997057,-0.001108443,0.007673667,0.003628031,-0.000888889,0.009801855,0.004486492,0.003298153,0.002101471,-0.001841621,-0.00207107,-0.008859704,-0.00211888,0.008889601,-0.000889086,0.004704775,0.014129444,-0.001590457,0.001165728,-0.008450704,-0.001469103,-0.001010611,0.004068283,-0.000104504,0.003566334,0.004149378,-0.006670044,-0.013198631
20141113,0.047222222,-0.007548752,0.001573482,0,0.001202405,0.004249112,-0.007117438,0.00323557,-0.018254199,0,0.008987418,0.01701517,-0.005243037,0.000315491,-0.0098346,-0.004088113,0.006562848,0.001873098,0.01411236,0.022700119,0.001649525,0.005373024,0.002942529,0.00387793,0.021132915,0.002299331,0.005178191,0.007477371,-0.010199745,-0.005449141
20141114,0.000241138,0.004542573,0.00764558,-0.006380618,0.028222578,0.003157562,-0.000448029,-0.00645027,0.00227475,-0.002629849,0.008016627,-0.000604717,-0.004392226,-0.001366695,-0.005530474,-0.008289495,0.003425793,-0.001402197,0.0120546,0.024922118,-0.007749685,0.00841575,-0.008343266,-0.007893853,0.002567494,-0.008237748,-0.007676768,0.005859375,-0.001116359,0.000830151
20141117,0.007352941,0.000210327,-0.002494543,-0.000744532,-0.004866654,-0.00100724,-0.005677574,0.005863874,0.003552398,-0.000659196,0.008541973,-0.002420331,-0.005955663,-0.000263186,-0.003064351,0.003857901,-0.004295154,0.004446525,-0.001664039,0.005509119,0.003124085,0,0.001294379,0.006602336,-0.003414558,0.014299232,-0.002137622,-0.001941748,-0.004900275,0.001658925
20141118,0.002632524,-0.002523394,0.004584766,0.013318432,0.018583725,0.009200328,0.022689707,0.004268166,0.003343166,0.008905013,0.013726636,-0.014557218,0.004992788,-0.001526878,0.001252277,-0.000280224,-0.001437894,0.014212488,0.012983595,0.004912148,0.000973236,-0.013827973,0.004893813,0.007231752,0.017442766,0.017829377,-0.020911966,-0.003501946,-0.002419006,0.002484266
20141119,0.014321518,0.007800148,0.001555855,-0.001286765,-0.011330901,-0.008242273,-0.003967088,0.00497564,-0.007252058,-0.004903563,-0.010371651,-0.010668855,-0.000883197,-0.002372917,0.008868675,0.000520562,-0.005095259,0.015851137,-0.006928206,-0.000188005,0.001750122,-0.002841436,-0.000643205,-0.00417432,0.007270779,-0.013545168,0.007501563,-0.014252245,0.008660258,0.001156451
20141120,-0.004824097,0.002196423,0.0008285,0.001472483,0,0.003336901,-0.006638147,0.003610108,0.007798618,0,0.04657933,0.009954376,0.001325967,0.002959987,-0.002930238,0.007244057,-0.010242708,0.000678426,0.01430191,0.008273787,0.004173542,-0.004893762,-0.005332843,-0.00435949,0.000683839,-0.000103242,0.008996898,-0.005941771,0.007212158,-0.007920792
20141121,0.000827619,0.010331872,0.000413907,0.013600441,0.026418026,0.00502008,0.003712504,0.001233299,0.042707415,0.000328515,-0.010013908,-0.014784394,-0.002538071,-0.000843215,0.001469425,0.010132316,0.000674916,0.005649718,0.001375634,0.002610966,0.00338295,0.001743028,-0.002958033,0.004715392,0.008200456,-0.001445534,0.007276827,0.000398486,0.010826017,0.005489022
20141124,0.008860012,-0.011259167,0.005068266,-0.013689937,-0.010976533,-0.001748252,0.002071312,0.005440361,-0.0046031,-0.007553366,0.018544535,-0.008128387,0.007191061,0.002531779,-0.005530474,0.00157344,0.018210432,-0.005168539,0.018502619,0.005580357,-0.00019266,0.00764355,-0.009085852,-0.006872276,0.013782196,0.001964637,0.001221001,-0.014140609,-0.008348794,0.008436725
20141125,-0.005269321,-0.009820309,-0.001749511,0.026840702,-0.016647532,-0.011383538,0.00118116,-0.006738132,0.002642507,0.008272667,0.001931034,-0.002521538,0.003954306,-0.006366076,0.00783112,0.010368392,0.011812762,0.003614186,-0.008640674,0.009248983,-0.003468542,-0.00240518,-0.001684132,0.001518987,0.001485774,0.010319917,-0.014126016,-0.003232323,-0.012245939,-0.010826772
20141126,0.000353149,-0.003165225,-0.008041237,-0.013875213,0.007199844,0.001581678,0.009733078,0.00524206,-0.004235693,0.020676075,0.015969163,0.005898462,0.000547046,-0.001800275,0.000900901,0,0.00294599,-0.003151024,0.011904762,0.005315249,0.009088272,0.00117458,0.004779756,0.006909336,-0.000222535,0.002145046,0.007112669,0.014187272,-0.008953939,0.00066335
20141128,0.030124735,-0.041701948,0.006131781,-0.000726216,-0.059698609,0.011243762,0.002044691,0.015235174,-0.049059457,0.001607717,0.009485095,0.001256545,0.010606889,-0.000583492,0.017439244,0.00361502,0.006418625,0.012192368,-0.000588235,0.007839562,0.000766504,0.001358444,0.009700588,0.010878661,-0.003116189,0.005300173,0.017400205,0.010991207,-0.054209017,-0.002983096
20141201,-0.015078821,0.019991164,-0.010639397,-0.003542878,-0.011300596,-0.012055719,-0.012243113,-0.016114412,-0.015904573,0.0035313,-0.002147651,0.016942062,-0.003029647,-0.001114591,-0.003870397,-0.000154925,0.002053832,-0.006245818,-0.032456067,-0.001808973,-9.57E-05,-0.003884812,-0.002032333,0.001986755,-0.014662102,0.004359728,-0.005231388,-0.011069381,0.026269863,-0.002659574
20141202,0.002087683,0.019924201,-0.006995197,-9.12E-05,0.014339152,0.015427415,-0.015050907,0.003582762,0.005151515,0.009916827,0.011568469,-0.003290827,0.009333623,0.010573858,0.010990231,0.007205113,0.008306365,-0.000224467,-0.003823759,0.008336354,-0.000382995,0.006995171,0.00444321,0.0042961,-0.000830878,0.007773067,-0.007281553,-0.018388967,0.020495838,0.018
20141203,-0.016898148,0.008068797,0.004100515,0.011943837,0.012497439,0.010336239,0.009438202,0.004691962,0.006732992,0.005701615,-0.004521277,-0.007841519,-0.018817204,0.003996004,-0.011749204,0.006115149,-0.003851503,-0.016614279,0.011340836,0.004672897,0.00756705,0.011372718,-0.007280435,-0.003290556,-0.002343514,0.009716518,0.004380603,-0.006515985,-0.002718821,0.007531107
20141204,-0.002119143,-0.006108478,0.001675393,0.001982161,0.007082153,0,0.007717424,0.005583756,-0.005090836,-0.002519685,0.000801496,0.015806988,0.006356164,0.005236973,0.006444444,-0.00175841,0.001288798,-0.006849315,-0.003795394,-0.006440072,-0.000855595,-0.002856796,-0.001485332,0.005612413,-0.004925362,-0.011210317,0.003651486,-0.00020496,-0.012575851,-0.002599935
20141205,-0.007550731,-0.005828123,0.006794899,0.00071936,0.007836046,6.16E-05,0.010309278,0.002826855,-0.008929467,0.0101042,0.00560598,-0.008599509,0.008929544,0.018233915,-0.002207993,0.008462893,0.005684865,0.000689655,-0.004242792,-0.009722722,0.000951475,-0.004754648,0.00883228,0.009356533,0.006777338,0.006621852,0.006973219,-0.003485035,-0.012557891,0.021505376
20141208,0.001307656,-0.022596461,-0.03841761,0.015814539,-0.035486443,-0.008257842,-0.012682216,-0.016208598,-0.035735979,-0.000625195,-0.012476772,-0.014973152,0.00982191,0.005986186,0.00420447,-0.000949307,0.000426621,-0.008959338,-0.022608696,-0.009818182,0.00608365,-0.008636002,9.22E-05,0.006342495,-0.014597988,-0.004086515,0.007928543,0.005965851,-0.03670966,-0.000478469
20141209,-0.007954411,-0.00348964,-0.013497462,0.017160548,-0.00413394,-0.000621388,0.012697475,-0.007060991,0.002099738,-0.000625586,-0.008333333,-0.002201489,-0.002137666,0.001373207,-0.000550903,0.00395287,-0.009168443,-0.025498377,0.015302491,0.006977598,-0.007747543,0.006981342,-0.004330999,-0.03021978,-0.004758981,0.011008807,-0.007866175,-0.040490798,0.001966292,-0.003510452
20141210,-0.00694112,-0.02965638,-0.014886165,-0.012957648,-0.03819012,-0.016103961,-0.006414929,0.006492837,-0.025458355,-0.002816901,-0.01274058,-0.014498844,-0.006533847,-0.024836203,-0.007827141,-0.009161808,-0.014095115,-0.010466223,-0.019015072,-0.020058352,-0.007236717,-0.015215657,-0.016751504,-0.000499917,-0.038716644,-0.019105128,-0.007025291,-0.015771526,-0.02009158,-0.028342674
20141211,0.010243432,0.005977219,0.010777778,0.004757709,-0.007121278,0.005750758,0.07131328,-0.007474913,-0.003547624,-0.006591337,0.007688083,0.00575693,0.004097035,0.008020833,0.004555556,0.005349228,0.001309615,-0.001682692,-0.002947745,0.004465947,0.002973336,0.003488879,0.004518072,-0.010670223,-0.010189345,0.006458775,0.01344249,0.003897791,0.000476826,0.007580751
20141212,-0.000238578,-0.029147982,-0.003847422,-0.016573132,-0.057813519,-0.012755262,0.020408163,-0.00784071,-0.023627144,-0.022116904,-0.012942779,-0.004663981,-0.022871255,-0.024387723,-0.009512222,-0.02409547,-0.002833787,-0.014928967,-0.016932449,-0.005001853,-0.013483791,-0.035326256,-0.021458021,-0.027300303,-0.021074816,-0.009726261,-0.004886806,-0.016824849,-0.024115909,-0.017991495
20141215,0.001551128,0.003464203,-0.023835798,-0.002139991,0.002306805,-0.001718432,-0.014228188,-0.007694707,-0.008287293,-0.002907916,-0.0084196,-0.005963791,-0.010549451,-0.017371041,-0.003908431,-0.000311551,-0.006448792,-0.008310926,-0.013715483,-0.006516477,-0.000678558,-0.014931137,-0.004500622,-0.013340263,0.010847065,-0.004961523,0.002705953,-0.003510312,-0.01484665,-0.014656895
20141216,-0.011675006,-0.005638665,0.002939182,0.011795193,-0.01703107,0.01402614,-0.014297386,-0.023263125,-0.004568245,-0.006156837,-0.010022272,-0.032354832,-0.019991115,-0.012018972,0.001793722,-0.012816517,-0.008030803,-0.004436776,-0.013675214,-0.00356072,-9.70E-05,-0.010780086,-0.011542901,-0.002633889,0.017775229,-0.02462603,-0.029885057,0.002421841,0.008328376,-0.012339419
20141217,0.015308582,0.030204837,0.033025248,0.00591716,0.043081246,0.009745363,-0.005525625,0.013839717,0.00458921,0.014672318,0.01912261,0.012843224,0.024932004,0.009383012,0.014995524,0.022374808,0.013419097,0.02871998,0.024966041,0.008463419,0.0129026,0.003434383,0.012748151,0.014612676,0.006519115,0.034324465,0.019369462,0.019986822,0.042477876,0.022933425
20141218,0.020301555,0.024039542,0.022040371,0.026865672,0.020875421,0.029265255,0.033199055,0.027301587,0.021615599,0.027313625,0.021523179,0.03891561,0.030185759,0.035561801,0.014332966,0.019607843,0.013460276,0.020216606,0.029613381,0.031331593,0.014749545,0.037846377,0.026328433,0.023425299,0.004877659,0.031268913,0.017485345,0.013135228,0.02839087,0.02860967
20141219,-0.0090761,0.027204914,-0.004804099,-0.011713406,0.007915567,0.001088929,-0.015461145,-0.023073754,0.000218126,-0.00093838,-0.017558077,0.002946128,-0.002897929,0.00871562,0.000543478,-0.009426105,0.003023432,-0.010379807,-0.007723036,0.004339964,-0.001887683,0.005263825,-0.011796648,0.01017294,0.004456115,0.002445227,0.012516142,-0.00063762,0.035769972,0.007319453
20141222,0.014325975,-0.003310551,0.007187299,0.013409464,-0.001527051,0.010817017,0.01420183,0.011493041,0.006651401,0.004696306,0.023095958,0.006714226,0.007750269,0.006001656,0.005975014,0.009706883,0.014102702,0.009535161,0.010377527,0.016204537,0.005295508,0.018484638,0.011274278,-0.010406177,0.015764874,0.005366377,0.015402727,0.010421097,-0.007969539,0.000161473
20141223,0.003241491,0.013500482,0.003514751,0.000597576,0.004588158,-0.002391343,0.030160226,0.000416971,0.012781629,-0.019943908,0.005912389,0.009795748,0.002136296,0.005451553,0.007451404,0.003974112,0.005201699,0.014639906,-0.003541704,0.001063076,0.00602013,0.004955401,-0.023046655,-0.02968114,0.014116363,-0.001843944,0.002512077,0.003367712,0.017138267,0.008718114
20141224,-0.00265405,-0.008563273,-0.004139249,-0.002559509,0.000652458,0.000539342,0.00209123,0.003334375,0.002352941,-0.000953895,0.000267165,-0.006398349,0.002771264,0.001994885,-0.001607889,0.00893463,-0.00285141,-0.000698162,-0.004709437,0.001769912,-0.002150538,-0.002588757,0.002972766,0.004369865,0.009305545,-0.001652893,-0.001927525,0,-0.004212374,0
20141226,0.005553627,-0.006078055,0.010124694,0.002822684,0.010215171,-0.004192621,-0.002739011,0.005608059,0.005441741,0.007320178,0.002938034,-0.005400914,0.002232143,-0.002246159,0.003435688,-0.003773867,0.006460496,0.000465766,0.017676993,0.001766784,-0.000187406,0.003213447,0.004493737,0.005569092,0.002971655,-0.001266069,0.001834685,0.003985735,-0.001938838,0.001120359
20141229,-0.003106662,-0.001501985,0.002743195,-0.003241215,-0.010327022,0.002706604,0.004315982,0.004853868,-0.005518412,-0.00821485,-0.009853529,-0.008980785,-0.000212112,0.003786135,-0.008773807,-0.004463281,0.004945807,-0.002327747,-0.000701816,0.003880071,0.002343018,-0.011272638,0.00256996,-0.000865351,0.005014055,-0.002145295,0.007518072,-0.006477225,0.000618102,0.006554756
20141230,0.001731302,-0.00053723,-0.00831229,-0.005647784,0.001521739,-0.005218643,-0.009636671,-0.004316547,-0.011951766,-0.000318573,-0.011296396,-0.009062171,0,-0.002446608,-0.002590674,-0.003315375,-0.008376963,-0.002333178,-0.012202616,-0.003513703,-0.000187003,-0.002865865,0.000284819,-0.001385761,-0.003477209,0.005081599,-0.002487324,-0.004626709,-0.001853159,0.003017789
20141231,-0.010485079,-0.006127714,-0.005835544,-0.010327022,-0.009984806,-0.009165461,0.001972387,-0.007535095,-0.011448321,-0.007329509,-0.012785637,-0.012122501,-0.013047629,-0.00960605,-0.014177489,-0.008883009,-0.005385428,-0.012628625,-0.019018841,-0.019217207,-0.010100065,0.002436739,-0.007498102,-0.014917606,-0.014033225,-0.017112299,0.00671334,-0.011620537,-0.008222085,-0.009026128
20150102,0.000232883,0.00411033,-0.004695838,0.000347826,-0.0004385,-0.001582278,-0.002624672,-0.011648466,0.003823883,0.005778491,0.001928906,0.006673843,-0.000214961,0.002992313,-0.0071358,0.010755149,-0.004671409,-0.001894837,-0.009512593,-0.007370124,-0.003873406,0.010097233,-0.000478149,0.007043494,-0.000230805,-0.003066574,-0.014670858,0.003847798,0.003565698,-0.001438159
20150105,-0.002910361,-0.027361844,-0.011044392,-0.016689847,-0.030927835,-0.022552725,-0.019736842,-0.016100179,-0.052786243,-0.005426109,-0.011276128,-0.009302823,-0.026445926,-0.031222674,-0.004754533,-0.022073806,-0.014613333,0,-0.028171591,-0.019920319,-0.012044765,-0.015734913,-0.006984309,0.014862738,-0.006925741,-0.016471522,-0.020980373,-0.00830494,-0.039971576,-0.031044967
20150106,0.007705779,-0.005316203,0.001843218,-0.014144272,-0.01607062,-0.010663507,0.002550336,-0.005882353,-0.006434563,0.008344031,-0.018636996,-0.014570966,-0.021311837,-0.020229372,-0.004555049,-0.006443647,-0.005304178,0.007593735,9.41E-05,-0.000369549,-0.008927714,-0.021566046,-0.004913768,0.039283253,-0.01177838,-0.002017756,-0.003061426,0.010092334,-0.00046262,-0.025928984
20150107,0.026532267,0.010132502,0.017424242,0.010850072,-0.001610306,0.007248661,0.025572366,0.020656267,0.015496704,0.013685551,0.020975057,0.012705367,0.018842378,0.014902726,0.005245536,0.013398058,0.010229622,0.012482336,0.01402221,0.009242144,0.017047656,-0.006535529,0.02207591,0.021385942,0.015525759,0.010210271,0.034274393,-0.018069728,-0.000833102,0.001525941
