,WMT,XOM,MCD,UTX,DWDP,MMM,WBA,NKE,CAT,PFE,INTC,MSFT,AXP,GS,PG,V,DIS,KO,AAPL,CSCO,TRV,IBM,JNJ,MRK,BA,UNH,HD,VZ,CVX,JPM
20100804,0.006044063,0,0.003406671,0.008885187,-0.027843137,0.009058594,-0.0111034,0.012311902,0.010657951,0.006119951,-0.006708194,-0.016437309,-0.010986547,0.021019649,-0.006506507,-0.007534247,0.018123356,0.003015254,0.004008705,0.013434089,0.011173184,0.006903429,0.006571188,0.010626077,-0.004170262,0.015114127,0.009490334,-0.004739336,0.004576659,0.005111977
20100805,0.000387597,-0.000159439,-0.003395105,0.007293243,0.018959258,-0.003181818,-0.010877193,0.000810811,0.011811024,-0.015206813,-0.002894356,-0.01399145,-0.020176831,-0.003132792,0.005205709,-0.013112491,0.004306632,-0.003183024,-0.00486729,0.001242751,-0.000197316,0.004266017,0.000334784,-0.00341006,-0.007797834,0.015496809,-0.000348189,0.005102041,0.000632751,-0.000484379
20100806,0.003293297,-0.011800351,0.018310859,-0.006420765,0.007125891,-0.004901961,-0.006739979,-0.001350257,-0.005558644,0.003088326,-0.000967586,0.007094994,0.006478482,-0.004746024,0.002672903,0.008951049,0.000571755,0.006741174,-0.006148261,-0.00413736,-0.007894217,-0.01281954,0.00334672,-0.002566296,-0.000145539,0.000897666,-0.001044932,0,-0.004299987,-0.020111461
20100809,0.005213362,0.007745683,0.016448285,0.00852468,0.022012579,0.008477489,0.0125,0.002163332,0.007126887,0.011083744,0,0.002348337,0.005747126,0.001417708,0.005998001,0.036041031,0.004571429,0.006343612,0.006378537,0.029081845,0.006763477,0.014292301,0.001501001,0.01086335,0.004221252,0.001195815,0.00069735,0.010490694,0.007112918,-0.015331355
20100810,0.003073377,-0.008326661,-0.001097093,0.000545331,-0.000384615,-0.010450983,-0.004585538,-0.002833243,-0.009019009,0.009135201,-0.040193705,-0.021085513,0.007771429,-0.00965251,0.00662471,0.00709125,0.003697383,-0.002276309,-0.008939828,-0.018570852,-0.023908319,-0.001212121,-0.010324729,0.011595023,-0.005363096,-0.004777546,-0.016027875,0.005358339,-0.003152983,-0.016323456
20100811,-0.022979701,-0.024866785,-0.017435475,-0.028886769,-0.031165833,-0.034554012,-0.017363572,-0.024759843,-0.037944553,-0.034399517,-0.019929364,-0.008376546,-0.025629394,-0.030214425,-0.008390918,-0.02338249,-0.030320204,-0.016497016,-0.035542192,-0.023858494,-0.008906883,-0.015245752,-0.015648662,-0.024601621,-0.044010493,-0.04020402,-0.018767705,-0.015323118,-0.02416498,-0.035741639
20100812,-0.011564093,-0.002649445,0.006846444,-0.009681493,-0.007942812,-0.001070155,0.010818608,-0.007769145,-0.017610246,0.0125,0.001287001,-0.014883347,-0.018854749,0.001139028,-0.004645761,-0.007209903,-0.006721216,-0.006245539,0.00639514,-0.099873578,0.013684641,-0.011784641,0.00034188,0.004299226,-0.013719512,0.004376368,-0.003608805,0.025710419,-0.000777907,0.001059042
20100813,-0.000594884,-0.005312967,-0.002359145,0.001700198,0.007205765,0,0.004994649,-0.013143177,0.007555556,-0.007407407,-0.015424165,-0.003674969,-0.009964413,-0.00896801,-0.002833806,-0.010413812,-0.00912033,0.000718262,-0.010683506,0,0.010276043,-0.00335152,-0.006322625,-0.001141553,0.002163833,-0.003112356,-0.010865628,-0.009564644,0.004281822,-0.008198889
20100816,0.000198413,-0.000500751,-0.001391014,-0.004950495,0.000794913,-0.00690394,0.000709975,0.006800793,0.007057786,-0.003109453,0.016710183,0.004098361,-0.004553079,-0.002160994,-0.000835841,0.008446414,-0.000593824,0.002691549,-0.0058611,0.025749064,-0.004587156,-0.000782044,-0.002407567,-0.000857143,-0.006785935,-0.004058695,0.002563164,-0.002331002,0.004005168,0.005066667
20100817,0.012100774,0.015698063,0.019919209,0.002274343,0.012708499,0.007910823,0.001064207,0.0091472,0.01825084,0.014971928,0.003081664,0.008571429,0.004814636,0.005617217,0.008700017,0.007277221,0.002970885,0.004294918,0.017485059,0.006389776,0,0.005322063,0.020858473,0.016299685,0.024689441,0.014106583,0.033966399,0.007009346,0.000772101,-0.00557177
20100818,-0.003136025,-0.011016113,0.000409724,-0.008225784,0.008627451,-0.00570817,-0.000354359,0.00739088,0.00014339,-0.010448679,0.003072197,0.004451639,-0.001197892,0.004105256,0.007629789,-0.006543075,0.004443128,-0.004989309,0.004365599,0.016326531,0.003406131,0.007337485,0.002195204,-0.004783343,0.000151538,0.005873261,0.019427764,-0.00066291,-0.009386653,0.010939168
20100819,-0.015729453,-0.014297589,-0.003822526,-0.02030602,-0.031493002,-0.021528525,-0.001772421,-0.012458472,-0.006594982,-0.004347826,-0.035222052,-0.015310234,-0.017510194,-0.014410188,-0.009218107,-0.017151482,-0.021232675,-0.010028653,-0.012605208,-0.008478358,-0.004792332,-0.003806248,-0.010614996,-0.018659881,-0.020909091,-0.023048556,-0.022176022,-0.017578773,-0.015576324,-0.021641594
20100820,0.003196165,-0.0067465,0.001507469,-0.0056926,-0.01926937,-0.014056961,0.010298295,-0.001121391,-0.006205802,-0.006862133,0.000529101,-0.008592471,-0.004882813,0.008092486,-0.003488952,-0.021359765,-0.004218138,0.000361795,-0.000960461,0.000450045,0.005016051,-0.010861133,0.000340599,-0.007778738,-0.000309502,-0.005662158,-0.001771793,-0.008440243,-0.010416667,0.001888319
20100823,0.018319395,0.010358295,0.003557745,-0.013211979,-0.015963979,0.005207042,0.001054482,-0.004350267,-0.029334882,0.011306533,-0.011105235,0.002063558,-0.01373896,-0.010118726,0.000833611,0.000285307,-0.003630862,0.005424955,-0.01538215,-0.024741341,-0.006987423,-0.008078431,0.002213143,0.015389082,-0.020123839,-0.003479911,-0.012069578,0.001361934,0,-0.007000539
20100824,0.003128666,-0.009411765,-0.008453777,-0.023207379,-0.038269551,-0.007770104,-0.018609551,-0.012684989,-0.026929982,-0.017391304,-0.015775401,-0.009884679,-0.015671642,-0.019013221,-0.006163585,0.007701084,-0.023990282,0.001079137,-0.023881204,-0.025369004,-0.009650181,-0.012414011,-0.014608459,-0.015155848,-0.037440758,-0.014603175,-0.001796622,0.002040122,-0.016922052,-0.018167028
20100825,0.004873294,-0.000508992,0.006463146,-0.006091989,0,0.003729024,-0.016100179,0.001142041,-0.005227552,0.010745891,0.00407498,0.00249584,0.005812484,0.005071205,0.000167616,0.002830456,-0.000933416,-0.00485088,0.012336932,0.003786086,0.005278116,0.00296237,-0.000517152,0.0029036,-0.002790087,0.029639175,0.019798416,0.006447234,0.003930604,0.000552334
20100826,-0.011251212,-0.00729927,-0.000409892,-0.003217898,0.026816609,-0.012012384,-0.013090909,0.003707401,-0.011591963,-0.005628518,-0.016233766,-0.011618257,-0.001758794,-0.019836881,-0.002178649,-0.013406717,-0.005294301,-0.004152374,-0.010745605,-0.024045262,-0.009894992,-0.019877066,-0.003104519,-0.001737116,0.00921659,-0.003441802,0.001764914,-0.005394471,-0.009990549,-0.016560861
20100827,0.000588582,0.022571819,0.011344997,0.023366641,0.041280539,0.015292053,0.006632277,0.00781361,0.030492572,0.011949686,0.010451045,0.004617968,0.029700478,-0.014526479,0.004366812,0.017164926,0.026299311,0.018129079,0.005576827,0.00531401,0.017132368,0.015882065,-0.003460208,0.015081206,0.030006523,0.016326531,0.012684989,0.011525424,0.021819174,0.027224249
20100830,-0.008823529,-0.013377926,-0.016894175,-0.017725702,-0.015776699,-0.016666667,-0.004758419,-0.008175923,-0.021699545,-0.014294593,-0.022318998,-0.012118679,-0.024932779,-0.022110912,-0.007190635,-0.02207847,-0.013117755,-0.010861823,0.003642083,-0.023546372,-0.018447965,-0.010663032,-0.005208333,-0.007714286,-0.016782774,-0.014210689,-0.026096033,-0.013404826,-0.015347658,-0.020491803
20100831,-0.008110781,0.001864407,0.00439923,-0.002752714,0.001644061,-0.013810421,-0.01140125,-0.005116543,0.010702652,0.003152585,-0.01642539,-0.007402707,-0.000501379,0.001975706,0.005053057,-0.008052919,0.005873261,0.005985599,0.002474227,-0.01648622,0.00081716,-0.002188006,-0.004886562,0.012381227,-0.015619968,-0.005954246,-0.006073598,0.003057065,0.004066143,0.014225941
20100901,0.021140806,0.0304517,0.020257323,0.033123754,0.050061551,0.031317632,0.030133929,0.030428571,0.046040516,0.023255814,0.026889329,0.018538248,0.030097818,0.020521434,0.002178649,0.022470281,0.029809465,0.02554467,0.029740847,0.01376032,0.026944274,0.021440754,0.022272887,0.013083049,0.018975953,0.027427491,0.030553559,0.024720623,0.036312095,0.037953795
20100902,0.0109375,0.00246265,0.006439496,0.001039038,0.011332552,0.010615973,0.022029614,0.011507001,0.005575117,0.007371007,0.007717751,0.00167364,-0.004626248,0.000286246,0.00451505,0.020558628,0.011936735,0.001221427,0.007350298,0.012833169,-0.001788909,-0.005804246,0.005489792,-0.007580011,0.017659335,0.00828475,0.025810952,-0.004957039,0.008857627,0.011128776
20100903,0.005409583,0.004258107,0.000933085,0.012158956,0.022797527,0.019665323,0,0.017680921,0.022468631,0.003658537,0.008205689,0.014619883,0.022504892,0.053727286,0.003662394,0.007224229,0.022412268,0.003136982,0.02617282,0.025341131,0.016129032,0.0203135,0.005459819,0.00678925,0.019719199,0.031953743,0.014960898,0.00298904,0.007101356,0.026467505
20100907,-0.003458878,-0.012557078,0.00945532,-0.004101963,-0.037023045,-0.016051749,0.006713781,-0.003097643,-0.005422374,-0.007897934,-0.016820402,-0.013585838,-0.040909091,-0.014121801,-0.002487975,-0.013793103,-0.023940006,0.001216122,-0.003709858,-0.021863118,-0.017636684,-0.012776297,-0.003902936,-0.003652711,-0.018873762,-0.003833677,-0.017420436,0.000662252,-0.012179487,-0.022721471
20100908,-0.000578481,0.003303055,0.003693931,0.007208002,0.010592389,0.007426345,0.006318006,0.001621183,0.01492109,0.014084507,-0.01214128,-0.001252087,-0.000498878,0.016045727,0.00382441,-0.041258741,0,0.003470415,0.019820798,0.002915452,-0.005385996,0.001032156,0.002555366,0.009870276,0.017029328,0.002072232,0.004091374,0.00794176,0.002595717,0.021943574
20100909,0.001543508,0.004938272,-0.022476341,0.00219074,-0.002717391,0.002537764,0.001743983,-0.002967359,-0.001413627,0.012681159,0.005586592,0.003343084,0.015472922,0.010844517,-0.001325162,-0.025820569,0.007092199,0.007954349,0.000570516,-0.001453488,0.008223024,0.002220812,0.016482583,0.007539793,-0.016434109,0.005022157,-0.001358234,0.012475378,0.001423948,0.025051125
20100910,0.001155847,0.002457002,0.008605621,0.003934713,0.011677696,0.011812922,0.008356546,-0.002299784,0.008776897,0.013118664,-0.001666667,-0.00666389,-0.012288031,0.008381387,0.001824515,0.019616652,0.002053991,0.003945788,0.001292432,0.000485201,-0.004177442,0.012899652,0.002674691,0.015798226,0.00630517,0.013815403,0.009180551,-0.000648508,0.018872802,-0.008478803
20100913,0.004618049,-0.003267974,-0.005865885,-0.001451589,0.023085802,0.01096021,0.003453039,0.012610169,0.013752456,-0.001177163,0.032693378,0.052830189,0.025628266,0.026464526,0.001324503,-0.03833162,0.003513909,-0.008373206,0.013780798,0.031037827,0.007590891,0.012657239,0.005668556,-0.011732606,0.005482456,0.0066686,0.010444744,0.002595717,0.005455468,0.034205231
20100914,0.008619038,0.000163934,-0.008448438,-0.00101759,-0.002256487,-0.002710346,0.00550585,0.007900375,-0.005675526,0.006482027,0.009834299,-0.003185982,-0.020378457,-0.011919414,0.002645503,0.025045816,-0.006419609,-0.007582285,0.003819652,0.008936971,0.01149881,-0.005863745,0.004310345,0.008282717,-0.022277613,-0.003168203,-0.000666889,0.000323625,0.003280757,-0.009727626
20100915,0.003797949,-0.000163908,0.010413849,-0.006548312,-0.013569544,-0.000590807,-0.000342231,0.017138302,0.004176528,0.011270492,-0.001067236,0.003395925,0.011639425,0.000196683,0.00775066,0.026966627,0.004698972,-0.002951901,0.008057897,0.006526807,0.02881223,0.004501358,0.007758336,-0.000273823,-0.000478011,-0.00982375,-0.001001001,0.009058557,-0.00377311,0.006385069
20100916,0.00548619,-0.000491803,0.001204658,0.003808408,0.009170806,0.004374557,-0.003081137,0.001044932,-0.001802301,-0.006223766,0.013354701,0.008560621,0.002692778,-0.002163083,0,-0.007979109,-0.001169249,0.001567398,0.023499371,0.015748031,0.004000762,0.001854284,0.003931204,-0.00219118,-0.0023912,-0.000875401,0.000334001,0.007374158,-0.002019947,0.000244021
20100917,-0.002634055,-0.003116287,-0.006417112,0.014592149,0.011737978,0.013184226,0.003090659,0.00808977,0.016388889,-0.005971454,-0.00843437,-0.004342677,0.010009766,-0.008211259,-0.002290951,0.001608658,0.011413521,0.000869414,-0.004338865,-0.003077975,-0.00056926,0.00401018,0.004568445,-0.00274499,0.005912432,-0.003212617,-0.002003339,0.008274984,-0.007463631,-0.022688461
20100920,0.009998114,0.012668641,0.010629709,0.012081116,0.016841317,0.015568723,0.001027046,0.014367072,0.021453949,0.012454212,0.006384902,0.008326725,0.042301184,0.006093522,0.007544694,0.026573222,0.009837963,0.007123002,0.028543414,-0.005150372,0.016897665,0.01228973,0.008445672,0.005780347,0.01223193,0.023439789,0.025426564,0.012941919,0.018353301,0.028207688
20100921,0.000560329,-0.00016247,0.005325523,0.003268438,0.002944424,-0.009838691,0.016415869,-0.00867679,0.021939799,-0.007756874,0.011088161,-0.011010617,-0.007884972,-0.003291639,0.001465082,-0.005262409,-0.011461318,0.002415042,0.001906578,-0.005052897,-0.011762509,0.001441688,-0.002415848,0.004926108,0.008003766,0.009447466,0.008482871,0.007167342,-0.001877347,-0.014566642
20100922,0.004666791,-0.001462463,-0.005032446,-0.000283286,0.004036697,0.000924321,0.002355316,-0.004891234,-0.002749051,0.004608833,-0.006792059,-0.021471173,0.000233754,-0.021994716,0.004388817,0.009722619,-0.014782609,0.002065049,0.014025443,0.001386322,-0.011335726,0.004470374,0.00048434,0.006535948,-0.005137786,0.011911514,-0.00097056,0.002165842,-0.006269592,-0.016013797
20100923,-0.003158677,-0.004882018,-0.006522028,-0.011051289,-0.014254386,-0.01269768,-0.009399127,0.004656577,0.001050144,-0.010452962,-0.001578117,-0.0073141,-0.010049077,-0.021341258,-0.009224794,0.005097706,-0.025595763,-0.00618238,0.00406603,-0.006460545,0.001337665,-0.006788866,-0.002581894,-0.008116883,-0.019561815,-0.006726457,-0.001295337,-0.00679222,-0.008958991,-0.021031547
20100924,0.008014911,0.009811938,0.006162915,0.024355301,0.040786059,0.01671928,0.028803795,0.024462469,0.045502229,0.021126761,0.023314015,0.014121981,0.018177526,0.016354979,0.006860503,0.019582981,0.013888889,0.012960083,0.011767963,0.026010218,0.013740458,0.018531176,0.005338942,0.018548827,0.031125299,0.008182844,0.025940337,0.014609885,0.020117138,0.01668798
20100927,-0.011094675,-0.000647773,-0.004527297,-0.008251748,-0.005343783,-0.008854646,-0.000329381,-0.005781073,-0.002383043,-0.013218391,-0.009653752,-0.001715439,0.007187572,-0.008690929,-0.009733939,0.008705265,-0.008636093,-0.00034118,-0.00395457,0.000905387,-0.018072289,0.004026545,-0.001770196,-0.005623996,-0.010990712,-0.01063532,-0.001264223,0.006740196,-0.000499251,-0.016917175
20100928,0.006357517,0.00567169,-0.001738898,0.009730644,-0.002148997,0.009861933,0.114003295,0.019340159,0.001634398,0.014851485,0.014036912,-0.002223795,0.005755064,-0.006780822,-0.006880734,0.00369863,-0.002102734,0.008532423,-0.014782047,-0.01119403,0.010161043,0.001782399,0.006448493,0.003231888,0.009860698,-0.008769448,0.00664557,-0.004260499,0.00999001,-0.00332651
20100929,-0.008732813,-0.007573316,-0.002411899,-0.001536313,-0.016870065,0.001493566,-0.005323869,-0.008804563,0.004016568,-0.00143472,-0.01358626,-0.007192787,-0.015564202,-0.004068685,-0.006103596,0.015558892,-0.006321493,-0.005752961,0.001777871,0.000343053,-0.013285253,0.004373934,-0.001922153,-0.003489933,0.022473652,0.00456621,0,-0.001833741,0.004945598,-0.013863928
20100930,0.003186504,0.00324728,0.00080591,-0.003636872,0.002555677,-0.005277045,-0.003865596,0.002627299,-0.016377047,-0.013218391,-0.002079002,-0.000408163,-0.022785399,0.00110788,-0.004647303,-0.002015858,0.002726447,-0.004084411,-0.012597,0.001371742,0.002115791,-0.009890759,-0.005617076,-0.008351293,0.008640291,-0.002556818,-0.004086765,-0.002143295,-0.002829724,-0.00911221
20101001,-0.002989537,0.012137886,0.005502617,-0.001403903,0.015294975,0.010494753,0.005373134,0.001372598,-0.005846467,0.000582411,0.00625,-0.004491629,-0.005948132,0.021579748,0.003168251,-0.012658228,0.007250755,0.010252905,-0.004334802,0.000456621,0.000383877,0.011182347,-0.003389283,-0.005704971,0.004358281,0.009114212,0.004419192,0.009205278,0.011104257,0.019705728
20101004,0.003935532,-0.005596418,0.000400427,-0.008435259,-0.014705882,-0.010499886,-0.01692399,-0.004610592,-0.012145231,-0.016298021,-0.023291925,-0.019278097,-0.065342269,-0.007650643,-0.003324468,-0.001091107,-0.0059988,-0.00405954,-0.013733541,-0.006846189,0,-0.002875258,-0.001295547,-0.002185792,-0.00748167,-0.025119955,-0.004714016,0.004256613,-0.00780964,0.003607318
20101005,0.008026881,0.017205338,0.011607738,0.02807316,0.036403349,0.024913495,0.02627605,0.017776665,0.027565679,0.019585799,0.014838368,0.018402342,-0.01971831,0.020468036,0.014342895,0.023894047,0.02082076,0.013247283,0.03696526,0.010340074,0.01438987,0.017818854,0.018323334,0.013691128,0.034222825,0.015344528,0.002210294,0.016348774,0.025581109,0.017715019
20101006,0.01037037,0.010749289,-0.003429174,0.004964832,0.016859852,0.011591267,0.002354326,0.000123001,-0.004030227,0.001683013,0.008355091,0.003285421,-0.006792059,0.008491008,0.000822098,-0.010134685,-0.003251552,0.002346631,0.000865232,0.014327951,-0.000945716,0.001307569,0.006528662,-0.000270124,-0.000291545,-0.031936128,0,-0.006255585,0.005995923,0.006559031
20101007,-0.003665689,-0.00140757,0.003970355,-0.001235076,0.006908463,-0.011013461,-0.005578391,-0.003935555,-0.004299444,0.006952491,0.004660798,0.004093328,-0.005260389,0.001789976,-0.001149992,-0.008352418,0.005634638,-0.006020067,0.000103738,0.004035874,-0.003975767,0.006384214,0.000158203,-0.008105917,-0.001749781,0.011487482,0,-0.012889688,-0.004410538,-0.00952381
20101008,0.000919794,0.008300705,0.003163723,0.001786205,0.030188679,0.002924634,0.003247712,0.012964564,0.020701041,0.004602992,0.006185567,0.001630656,0.004494976,0.010257428,0.017434211,0.005298193,0.017693896,-0.000504711,0.016769241,0.004019652,0.003801559,0.00093714,0.000158178,0.005448107,0.011247444,0.000291206,0.004725898,-0.003036745,0.005028736,-0.005313765
20101011,0.003675795,0.002640572,-0.006701708,0.000274311,-0.005994006,-0.010206371,-0.006768687,-0.000731351,-0.004852557,-0.004581901,0.00204918,0.000814001,-0.001316136,-0.003013232,0.00452635,0.003918919,0.001738626,0.002524827,0.004386711,-0.00044484,0.002651013,0.005833633,0.001107069,-0.001354646,0.0109779,0.008733624,-0.003135779,0.006091989,-0.002740052,0.010684304
20101012,-0.012635049,0.00232378,-0.000132293,0.000685589,-0.001340034,-0.001133144,0.008592593,-0.001097829,-0.008002001,0.005696203,0.010736196,0.009760065,0.015814444,0.01977661,-0.001931123,-0.00053843,-0.002603413,0.000671592,0.010766522,0.006675567,-0.002455146,0.001360447,-0.000157978,-0.00596853,0.003286184,0.010678211,-0.011953444,-0.014834998,0.001552981,0.016863831
20101013,-0.001854599,0.005255023,0.002249272,0.016442861,0.000335458,0.011230856,0.022326675,0.001587495,0.011973784,0.014360089,-0.026808295,0.02053967,0.018681889,-0.003092584,0.009835537,0.036228956,0.012470998,0.005704698,0.005359416,0.024756852,0.011170011,0.00371827,0.004582082,0.01419214,0.017801196,0.008566533,-0.013053168,-0.010141364,-0.002027672,-0.013861386
20101014,-0.010590858,0.00399754,0.017029703,-0.000404422,-0.017102616,-0.000785282,-0.008908046,-0.003048037,-0.004732843,-0.003948111,0.004158004,-0.004340963,0.004584819,-0.020293414,0.002714354,0.002989342,-0.001718705,-0.000500501,0.007229959,-0.00474547,0.000936154,0.008050153,0.002516515,-0.000269107,-0.001539107,0.013023783,-0.006129032,0.00714064,0.002748894,-0.02811245
20101015,0.001877934,-0.001684533,0.005711319,-0.000674309,0.004094166,0.000785899,0.002609452,0.002812768,-0.002002253,0.005096263,0,0.01228696,-0.008874239,-0.005937067,-0.000636943,0.005572114,0.000860832,0.000500751,0.041116734,0.012570438,0.003179948,-0.003109541,-0.002667085,-0.00538358,-0.017516816,0.005589715,-0.003570269,-0.000308261,-0.003456496,-0.040547521
20101018,0.007685098,0.016720356,-0.002065049,0.006207827,0.013931363,0.00583352,-0.004916136,-0.004146341,0.006144201,0.002816901,-0.006728778,0.010963195,0.011767716,0.019974783,0.009400892,0.009793814,-0.003727064,0.001001001,0.010357756,-0.002782534,0.014357636,0.012547852,0.0045619,0.007577808,0.001711596,0.007504169,-0.005537459,0.004933703,0.010405454,0.028263795
20101019,-0.008184524,-0.017501509,-0.004267977,-0.012741416,-0.016756032,-0.012380103,-0.022667829,-0.011388685,-0.021061815,-0.023033708,0.001042209,-0.02788536,-0.006131479,0.019648666,-0.002683504,-0.010336907,-0.014676259,0.005666667,-0.026761006,-0.013951492,-0.011764706,-0.033606385,-0.008925775,-0.019070642,-0.016801936,-0.026206897,-0.00393056,-0.013194231,-0.020004735,-0.013350785
20101020,0.002813203,0.013667076,0.005455254,0.004211384,0.028970688,0.01038961,0.011894142,0.006317354,0.022533418,0.015526164,0.022384175,0.008366534,0.010748585,0.018376723,0.003007281,0.025402966,0.011098131,0.013423931,0.003360367,0.01872007,0.016369048,0.007534594,0.004898088,0.01286966,0.033454019,0.040509915,0.010522854,0.014925373,0.014856867,0.010878217
20101021,0.010473163,0.004696258,0.013305774,0.014204545,0.010930772,0.012071085,0.002057009,0.01070901,-0.017803785,-0.001698754,0.00610998,0.004346108,0.013591744,-0.001879699,0.002209247,-0.004024145,0.001733102,0.005233034,-0.003252504,-0.005982906,0.006222548,0.005464874,0.006132075,0.002973777,0.001961883,-0.006534168,0.03514481,-0.003676471,0.002737443,-0.010498688
20101022,0.000555247,0.000301568,0.001402346,-0.00040016,-0.010484928,-0.001214798,-0.000879765,-0.002313969,-0.007098492,-0.007373795,0.003795547,-0.001671912,-0.030792153,-0.009667294,-0.001732011,0.001136364,0.008362168,0.002277534,-0.006623158,0.009458298,0.002182612,-0.001144247,-0.00281294,0,-0.003356643,0.021101672,-0.010374096,-0.013222632,0.003560831,0
20101025,-0.002034776,-0.002110341,0.001909612,0.000934081,0.045033113,0.005086245,0.010859994,0.001586914,0.009191881,0.006857143,0.001764558,-0.007388435,0.006917756,-0.002345335,0.002208202,0.016899987,0.01401201,-0.009738679,0.004455719,0.005536627,0.008892922,0.001217155,0.002664159,0.008625337,0.005613247,0.00805153,-0.002541296,0.008102213,0.003784743,-0.016710875
20101026,0.011306766,0.004984894,0.000762389,-0.004532729,-0.001901141,-0.004730473,-0.008710801,-0.002803169,-0.005060089,-0.00737798,0.008555611,0.028185788,0.020356234,0.005718279,-0.01070192,-0.007441399,0.014100395,0.003769874,-0.002557959,-0.009106311,-0.010073754,0.005935355,-0.002188184,-0.009353287,-0.005023723,0.000266241,-0.003503185,0.004636785,0.003299163,0.003506879
20101027,-0.012646628,-0.012926499,-0.016251905,-0.002812374,-0.009206349,-0.001105339,-0.005565319,-0.009655341,-0.00546726,-0.012006861,0.00748503,0.005791506,0.01446384,0.011750584,0.003499841,-0.001374485,-0.001112347,-0.00081646,-0.00071417,-0.004488138,-0.005451572,0.005402716,-0.004229323,-0.016455355,-0.006171108,-0.04365185,-0.012464046,0.000307692,-0.009864944,0.009139785
20101028,0.003898274,0.008375209,0,0.003223207,-0.011214354,-0.058647781,0.005596465,0.000987289,-0.006136538,0.016782407,0.013868252,0.008829175,0.013274336,0.019294411,0.001743817,-0.043418418,0.01642539,0.000326851,-0.008413735,-0.004293688,0.000182715,-0.003747437,-0.000157307,0.013165112,0.005786057,0.008906207,0.009385113,-0.003075977,0.001541929,-0.000799148
20101029,0.001664201,0.004077318,0.003742901,0.000937082,-0.000648088,-0.009991771,-0.0076157,0.004068549,0.011062516,-0.008821855,-0.020517831,0.014649924,0.005822416,-0.012925753,0.00601361,0.02236756,-0.010545056,0.001797092,-0.013956231,-0.014230272,0.008403361,0.019162527,0.00283197,-0.017054683,-0.008839624,-0.005517241,-0.009297852,0.002159827,-0.021790621,0.003199147
20101101,0.002584456,0.006918334,0.001414427,-0.001738665,0.001621271,-0.002849679,0.00501771,-0.004174853,0.008524173,0.011771461,0.025935162,0.010688168,0.002411963,0.002730714,0.000786535,-0.010747185,-0.002629758,0.006360078,0.010631936,0.002624672,0.010326087,-0.001949861,-0.000784437,-0.001652437,-0.002265006,0.001664355,-0.006148867,-0.002463054,-0.013922518,-0.005580654
20101102,0.008838151,0.013293503,0.006676939,0.008172562,0.016186468,0.00976423,0.012922173,0.008014797,0.006055254,-0.009648127,-0.011181332,0.016326531,0.019971126,0.007736585,0.006287331,0.014226591,0.002220372,0.002430724,0.01702939,0.010907504,-0.004482697,0.003628244,0.0029832,0.009931034,-0.009931896,0.024646912,0.026050147,0.012345679,0.00859423,-0.012292892
20101103,0.002190181,0.001916274,0.00127551,-0.002657807,0.005415737,0.005896226,0.020005799,0.000978593,0.001630094,0.008022923,0.006882989,-0.013143483,-0.00754895,-0.001166933,0.004529834,0.007396072,0.004984769,0.001454898,0.011119731,0.023305999,0.007024496,0.002294216,0.004852849,-0.002731494,-0.012037833,-0.009189189,-0.001586798,0.005792683,0.00669507,0.020562771
20101104,0.008195229,0.020744446,0.00866242,0.015856096,0.03833967,0.020398593,0.021887436,0.019308322,0.041311968,-0.011938601,0.023925781,0.004069552,0.039458046,0.023119966,0.01072928,0.012531646,0.020391292,0.008071025,0.017487212,0.021088148,0.023788231,0.01817299,0.008879888,0.003834566,0.027705251,0.003818876,0.01525747,0.016065474,0.029504232,0.05514316
20101105,-0.002890173,0.008936293,0.001515534,0.006689402,-0.008239243,-0.008042279,-0.022531293,0.008392279,0.004327963,-0.01150748,0.012875536,-0.010685335,0.007774983,0.02812669,0,-0.002375297,0.004590872,0.002081665,-0.003581864,0.002065262,0.00349406,0.000885619,-0.001698579,-0.025920873,0.005928017,0.001630435,-0.000626174,-0.002684964,-0.001879258,0.028643216
20101108,-0.005253623,0.004571429,0.000126103,-0.001563518,-0.004615385,-0.005559416,-0.00142288,-0.005944596,-0.005027532,-0.007508731,-0.00047081,-0.001489758,-0.003857499,-0.010931198,-0.003846154,-0.013659148,-0.003763441,-0.001917546,0.004698389,0.005358615,-0.014972145,-0.003130956,-0.004949729,-0.002240896,-0.014873018,0.007053717,-0.013471178,-0.007777445,-0.002118145,-0.010503175
20101109,0.002549627,0.004408419,-0.002647838,0.000782983,-0.016692427,-0.006522246,0.004274722,-0.00490372,-0.014557267,-0.003577503,-0.003297221,0.005221932,-0.012300683,-0.015661939,0.000926641,-0.004954898,-0.005396654,0.002881844,-0.007971879,-0.001640016,0,-0.002184897,-0.000310897,-0.016002246,-0.013673266,-0.003771552,-0.000635122,-0.004823636,-0.014622642,-0.01505801
20101110,-0.009809264,0.007079145,0.00505689,-0.007041335,-0.003772399,0.011137163,-0.00368899,0.008173077,0.006714687,-0.009476162,-0.005671078,-0.000371058,0.004612546,0.004022816,-0.003703132,0.012385087,0.003526858,-0.001436782,0.006169324,0.005749487,0.003181336,0.002805529,-0.005597885,-0.00256776,-0.031480144,0.004867496,0.006673022,-0.004847016,0.019267592,0.018045113
