train/critic_loss,time/total_timesteps,time/episodes,train/learning_rate,train/reward,train/actor_loss,time/fps,time/time_elapsed,train/ent_coef,train/n_updates,train/ent_coef_loss
245.29408264160156,14604,4,0.0001,-0.018511066,1192.6986083984375,36,399,0.24165810644626617,14503,-65.9371337890625
28.504106521606445,29208,8,0.0001,-7.649915e-06,439.25054931640625,36,810,0.056652653962373734,29107,-113.32626342773438
